author.name,no.of.papers,Gender,indegree,strength.mean,clusteringcoefficient.global,triangles,demoninator,first.year,last.year,n.years,first.lastauthor,second.lastauthor,third.lastauthor,gap,Time.to.PI,mean.nAU,firstauthor.papers,lastauthor.papers,allmultipleauthor.papers,singleauthor.papers
190,25,F,32,1.9375,0.384328358,309,804,1982,2014,33,2005,2013,NA,NA,NA,3.48,12,2,23,2
608,14,M,32,1.28125,0.691328078,1140,1649,1988,2017,30,1988,1992,1993,5,5,4.071428571,5,3,13,1
220,27,M,36,2.583333333,0.373509934,564,1510,1994,2007,14,1994,1996,1996,2,2,4.444444444,13,5,27,0
478,54,M,96,1.770833333,0.246726286,1545,6262,1994,2018,25,2002,2004,2007,5,13,4.111111111,4,25,54,0
462,10,M,27,1.296296296,0.748638838,825,1102,1997,2013,17,1997,2000,2001,4,4,4.5,3,5,10,0
263,4,M,26,1,0.803706824,954,1187,1996,2018,23,1996,NA,NA,NA,NA,7.5,0,1,4,0
728,197,M,174,2.08045977,0.220462682,4803,21786,1984,2018,35,1986,1987,1988,2,4,2.837563452,21,119,172,25
273,140,M,240,1.833333333,0.250427124,10407,41557,1989,2018,30,1990,1992,1994,4,5,4.142857143,24,61,132,8
766,13,M,4,2.25,0.8,12,15,1991,2006,16,1995,2003,2004,9,13,1.692307692,2,4,7,6
910,53,M,75,2.026666667,0.295721791,1182,3997,1993,2017,25,1993,1994,1995,2,2,3.867924528,7,19,48,5
501,16,M,28,1.321428571,0.399159664,285,714,1986,2014,29,1996,1996,1999,3,13,3.3125,4,5,13,3
241,69,M,70,1.914285714,0.128541811,372,2894,1995,2018,24,2008,2008,2012,4,17,2.942028986,27,32,69,0
908,63,F,69,2.463768116,0.291540433,1251,4291,1990,2018,29,1999,2004,2005,6,15,3.698412698,14,18,55,8
817,9,M,8,2.875,0.696969697,69,99,1994,2000,7,1995,1999,2000,5,6,3.555555556,5,3,9,0
799,10,M,17,1.705882353,0.597535934,291,487,1994,1996,3,1995,1996,NA,NA,NA,3.9,3,2,10,0
208,91,M,97,1.896907216,0.31327943,2286,7297,1983,2014,32,1991,1992,1992,1,9,3.021978022,14,46,72,19
214,11,F,9,1.666666667,0.352941176,18,51,1992,2008,17,1993,1994,1996,3,4,2.363636364,6,4,11,0
743,14,M,12,3.166666667,0.731707317,210,287,1995,2005,11,1996,1999,NA,NA,NA,3.714285714,10,2,14,0
622,56,M,34,2.382352941,0.21751026,159,731,1983,2018,36,1983,1989,1990,7,7,2.446428571,9,24,47,9
484,135,M,170,2.294117647,0.211136041,4611,21839,1985,2018,34,1985,1993,1993,8,8,3.896296296,8,57,130,5
682,7,M,5,1.2,0.631578947,12,19,2001,2014,14,2014,2014,NA,NA,NA,1.857142857,2,2,4,3
483,10,F,10,1.8,0.475609756,39,82,1996,2006,11,1998,2004,2006,8,10,2.8,5,3,10,0
365,100,M,247,1.955465587,0.289242148,16503,57056,1991,2018,28,1991,1993,1996,5,5,5.83,29,15,94,6
643,7,M,12,1.333333333,0.5,57,114,1985,2018,34,2015,2018,NA,NA,NA,3.285714286,2,2,6,1
492,145,M,133,2.714285714,0.170229406,1959,11508,1995,2018,24,1999,2001,2003,4,8,3.489655172,17,87,138,7
771,149,M,165,2.333333333,0.212446699,3936,18527,1994,2018,25,1997,1999,2002,5,8,3.583892617,24,79,145,4
754,14,M,33,1.121212121,0.589189189,654,1110,1990,2018,29,2005,2015,NA,NA,NA,3.642857143,3,2,10,4
49,37,M,31,1.35483871,0.427994616,318,743,1984,2015,32,1992,1996,1996,4,12,2.108108108,11,13,28,9
96,4,M,4,1.5,0.375,3,8,1996,2007,12,1996,2000,2004,8,8,2.5,0,4,4,0
77,42,M,42,1.428571429,0.129129129,129,999,1989,2018,30,2003,2004,2006,3,17,2.428571429,8,19,34,8
264,7,M,11,1.363636364,0.379746835,30,79,2001,2017,17,2015,2015,2017,2,16,3.142857143,0,3,7,0
796,57,M,94,2.031914894,0.561733229,6456,11493,1982,2018,37,1999,2005,2005,6,23,4.350877193,16,10,48,9
379,22,M,38,1.5,0.529411765,819,1547,1985,2015,31,1995,1996,2001,6,16,3.590909091,1,11,18,4
723,4,F,7,1.285714286,0.696428571,39,56,1990,1999,10,1999,NA,NA,NA,NA,3.25,2,1,4,0
382,8,F,11,1.090909091,0.458823529,39,85,1993,2001,9,NA,NA,NA,NA,NA,2.5,2,0,6,2
236,88,M,66,1.696969697,0.379403794,1260,3321,1986,2018,33,1986,1990,1990,4,4,2.272727273,30,33,68,20
11,212,M,556,1.708633094,0.127928565,24255,189598,1982,2018,37,1986,1987,1988,2,6,5.481132075,18,125,209,3
23,11,M,27,1.037037037,0.400763359,210,524,1991,2012,22,1993,1997,2006,13,15,3.545454545,3,3,10,1
45,11,M,15,1.466666667,0.538461538,126,234,1991,2013,23,1996,2001,NA,NA,NA,3,5,2,9,2
631,23,M,55,1.854545455,0.410805028,1536,3739,2004,2018,15,2005,2006,2014,9,10,5.434782609,1,9,23,0
63,117,M,152,2.460526316,0.299337482,5964,19924,1989,2018,30,1993,1994,1994,1,5,4.222222222,7,66,114,3
249,98,M,135,2.148148148,0.290589818,4104,14123,1987,2018,32,1996,1998,1999,3,12,3.959183673,17,34,87,11
612,3,F,18,1,0.922613065,918,995,1997,2014,18,NA,NA,NA,NA,NA,7,1,0,3,0
274,10,M,3,5.333333333,1,12,12,1995,2006,12,1995,1996,1998,3,3,2.6,4,4,10,0
453,23,M,26,1.384615385,0.367219917,177,482,1980,2015,36,1984,1995,1999,15,19,2.565217391,8,6,18,5
747,35,F,110,1.681818182,0.390024869,5646,14476,2002,2018,17,2007,2009,2012,5,10,6.285714286,5,12,34,1
394,128,M,101,2.158415842,0.215886568,1416,6559,1992,2018,27,1992,1992,1993,1,1,2.703125,27,57,111,17
134,86,F,90,2.277777778,0.258441772,1569,6071,1995,2018,24,2003,2005,2007,4,12,3.38372093,9,49,76,10
837,25,M,19,2.052631579,0.496932515,162,326,1985,2016,32,1991,2000,2005,14,20,2.56,11,4,21,4
737,62,M,165,1.8,0.35556987,8832,24839,1995,2018,24,2002,2004,2004,2,9,5.790322581,12,14,62,0
86,10,M,9,1.222222222,0.319148936,15,47,1990,1995,6,1994,NA,NA,NA,NA,2.1,7,1,8,2
906,68,M,71,1.676056338,0.173756545,531,3056,1983,2018,36,1993,1993,1996,3,13,2.75,14,37,60,8
176,68,M,116,2.948275862,0.51889215,11316,21808,1995,2018,24,1996,2004,2004,8,9,6.029411765,8,21,67,1
442,61,M,106,1.679245283,0.336967632,2967,8805,1985,2018,34,1989,1993,1996,7,11,3.918032787,16,21,59,2
862,122,M,112,2.071428571,0.095224354,660,6931,1980,2018,39,1985,1985,1985,0,5,2.901639344,8,73,119,3
776,75,M,115,1.904347826,0.256109273,2400,9371,1990,2018,29,1990,1995,2002,12,12,3.92,9,37,73,2
76,40,M,43,1.860465116,0.290937997,366,1258,1982,2018,37,1994,1994,1994,0,12,3,10,10,32,8
259,13,F,8,2.375,0.477272727,21,44,1989,1998,10,1989,1993,1994,5,5,2.461538462,8,4,13,0
734,6,M,5,2,0.428571429,6,14,1989,1997,9,1991,1997,NA,NA,NA,2.666666667,1,2,6,0
490,8,M,10,1.6,0.79245283,126,159,1992,1997,6,1992,1993,NA,NA,NA,3,1,2,6,2
794,47,M,58,1.637931034,0.432701574,1347,3113,1980,2017,38,1997,1997,1997,0,17,3.021276596,9,24,40,7
272,29,M,52,1.326923077,0.231949972,408,1759,1983,2018,36,1999,2001,2005,6,22,3.379310345,2,13,28,1
457,9,F,8,1.375,0.774193548,72,93,1997,2017,21,NA,NA,NA,NA,NA,2.222222222,2,0,4,5
604,124,F,119,3.655462185,0.274361448,5403,19693,1988,2018,31,1990,1993,1993,3,5,4.508064516,19,28,124,0
66,13,M,13,1.384615385,0.314285714,33,105,1987,2017,31,1989,2010,2011,22,24,2.384615385,6,3,12,1
587,52,M,140,1.6,0.307958478,4539,14739,1999,2017,19,2003,2005,2006,3,7,5.307692308,4,24,52,0
344,11,M,31,1.516129032,0.535911602,582,1086,1995,2018,24,2000,2000,2003,3,8,5.272727273,2,5,11,0
460,24,M,32,1.3125,0.354988399,306,862,1980,2010,31,1985,1985,1988,3,8,2.75,7,10,19,5
81,39,F,78,1.58974359,0.374612546,2538,6775,1984,2018,35,1984,1986,1988,4,4,4.179487179,9,8,39,0
524,63,M,98,1.469387755,0.225546059,1425,6318,1984,2018,35,1992,1993,1998,6,14,3.285714286,18,11,47,16
26,111,M,188,1.686170213,0.320592559,8505,26529,1988,2018,31,1993,1994,1995,2,7,3.864864865,9,76,105,6
115,93,M,215,1.804651163,0.25570763,8781,34340,1993,2018,26,1994,1997,1999,5,6,5.172043011,4,38,91,2
403,77,M,63,3.015873016,0.208745247,549,2630,1985,2005,21,1985,1986,1986,1,1,3.467532468,0,68,77,0
102,61,M,91,2.10989011,0.382384153,3243,8481,1991,2018,28,1997,2004,2004,7,13,4.147540984,7,26,50,11
82,14,M,37,1.891891892,0.669279469,2220,3317,1995,2016,22,2016,NA,NA,NA,NA,6,4,1,14,0
561,138,M,185,2.010810811,0.251585457,6387,25387,1984,2017,34,1985,1988,1990,5,6,3.688405797,20,72,128,10
109,116,M,117,1.888888889,0.144339623,1224,8480,1991,2018,28,1994,1997,2002,8,11,2.905172414,41,30,96,20
152,3,F,3,2.333333333,1,12,12,1999,2001,3,NA,NA,NA,NA,NA,3.333333333,3,0,3,0
935,116,F,196,2.142857143,0.217767414,5790,26588,1992,2018,27,1993,1993,1995,2,3,4.620689655,26,36,111,5
373,124,F,171,2.701754386,0.230827176,6435,27878,1987,2018,32,1987,2002,2002,15,15,4.725806452,11,51,119,5
701,75,M,107,1.981308411,0.258263712,2133,8259,1989,2018,30,2001,2002,2002,1,13,3.826666667,13,24,68,7
630,124,M,227,1.665198238,0.181832288,5859,32222,1982,2018,37,1989,1993,1995,6,13,4.064516129,13,64,114,10
814,71,F,83,2.120481928,0.349289185,1941,5557,1993,2018,26,1999,2002,2003,4,10,3.478873239,22,37,67,4
425,8,F,18,1.055555556,0.673130194,243,361,1992,2014,23,1992,NA,NA,NA,NA,3.375,1,1,6,2
142,12,M,38,1.263157895,0.657960199,1587,2412,1992,2016,25,1992,2001,2002,10,10,5,0,6,12,0
62,37,M,93,1.774193548,0.598778393,9411,15717,1987,2018,32,1997,2001,2004,7,17,5.459459459,10,8,32,5
85,67,F,96,1.958333333,0.234039568,1668,7127,1996,2018,23,2002,2006,2006,4,10,3.805970149,22,22,64,3
931,22,F,19,2.263157895,0.389473684,111,285,1995,2017,23,1999,2009,2010,11,15,2.954545455,14,5,22,0
246,52,M,117,1.478632479,0.486319959,6630,13633,1985,2017,33,1995,1998,2006,11,21,4.326923077,20,8,44,8
103,9,F,11,1.545454545,0.564356436,57,101,1991,2001,11,1996,NA,NA,NA,NA,2.888888889,6,1,8,1
716,15,M,35,1.628571429,0.759831461,1623,2136,1993,2005,13,1994,1999,2000,6,7,4.8,6,5,15,0
340,28,F,42,1.642857143,0.346405229,477,1377,1994,2018,25,1996,2018,NA,NA,NA,3.464285714,10,2,24,4
337,63,M,64,2.015625,0.637733377,3894,6106,1990,2018,29,1991,1994,1994,3,4,3.047619048,25,16,53,10
37,58,M,108,1.546296296,0.448912518,4644,10345,1997,2018,22,2009,2010,2010,1,13,3.879310345,18,17,56,2
29,5,M,1,5,NA,0,NA,1996,1999,4,NA,NA,NA,NA,NA,2,5,0,5,0
759,12,F,10,1.4,0.344262295,21,61,1995,2000,6,1999,1999,NA,NA,NA,2.166666667,5,2,9,3
298,27,M,25,2.28,0.440934066,321,728,1993,2007,15,1997,1997,1998,1,5,3.111111111,17,4,26,1
932,70,M,124,1.919354839,0.3528157,4962,14064,1982,2017,36,1982,1982,1984,2,2,4.4,29,17,67,3
381,15,M,23,1.52173913,0.345864662,138,399,1989,2006,18,1989,1993,1997,8,8,3.333333333,5,5,14,1
555,98,M,153,2.405228758,0.375931982,8622,22935,1989,2018,30,1990,1994,1999,9,10,4.755102041,14,39,95,3
577,9,F,10,2.1,0.719298246,123,171,1995,2005,11,NA,NA,NA,NA,NA,3.333333333,6,0,9,0
154,165,M,205,2.409756098,0.182233484,5106,28019,1998,2018,21,2001,2003,2003,2,5,3.993939394,22,85,160,5
565,23,M,35,1.085714286,0.55451448,651,1174,1987,2013,27,1987,1999,2004,17,17,2.652173913,4,8,16,7
410,126,F,135,2.133333333,0.230453338,2862,12419,1989,2018,30,1994,1996,1996,2,7,3.285714286,21,76,119,7
675,16,M,32,1.21875,0.585501859,630,1076,1992,2018,27,2010,2010,2011,1,19,3.4375,4,3,13,3
317,68,M,76,1.723684211,0.262773723,1044,3973,1980,2018,39,1982,1983,1990,8,10,2.926470588,14,39,66,2
73,96,F,79,2.949367089,0.30438968,1581,5194,1995,2018,24,1996,2005,2006,10,11,3.427083333,21,61,94,2
402,34,M,59,1.694915254,0.279949559,666,2379,1999,2017,19,2005,2007,2013,8,14,3.941176471,11,6,34,0
698,34,F,57,1.473684211,0.629312516,2499,3971,1987,2015,29,2006,2012,2013,7,26,3.470588235,18,3,28,6
813,30,M,48,1.458333333,0.639294197,1884,2947,1989,2017,29,1995,1997,2000,5,11,3.333333333,7,9,21,9
112,115,M,308,1.805194805,0.128326876,9108,70975,1993,2018,26,1994,2008,2009,15,16,5.834782609,13,34,115,0
255,64,M,41,2.829268293,0.290909091,336,1155,1993,2017,25,1996,1999,2000,4,7,2.8125,25,21,60,4
225,24,F,114,2.114035088,0.535116927,13821,25828,1995,2017,23,NA,NA,NA,NA,NA,11.04166667,1,0,24,0
539,60,M,161,1.937888199,0.359613535,8598,23909,1998,2018,21,2004,2011,2013,9,15,6.2,10,14,56,4
615,79,F,91,1.703296703,0.169539078,846,4990,1982,2018,37,1984,1986,1996,12,14,2.962025316,14,56,77,2
792,111,M,55,3.109090909,0.296227294,636,2147,1983,2018,36,1985,1987,1994,9,11,2.540540541,16,50,85,26
212,26,F,41,1.292682927,0.79179712,2529,3194,1990,2017,28,1990,1999,2000,10,10,3.038461538,6,9,19,7
238,8,F,4,2.25,0.375,3,8,1990,1996,7,NA,NA,NA,NA,NA,2.125,8,0,8,0
385,58,M,41,2.292682927,0.229651163,237,1032,1992,2017,26,1992,1993,1994,2,2,2.620689655,14,23,51,7
546,152,M,171,3.906432749,0.244891837,7347,30001,1994,2018,25,1994,1995,1995,1,1,5.394736842,31,42,151,1
416,10,M,32,1,0.74197861,1110,1496,1985,2012,28,2008,NA,NA,NA,NA,4.2,4,1,7,3
811,8,M,7,1.285714286,0.5,18,36,1994,2010,17,1998,NA,NA,NA,NA,2.125,1,1,5,3
504,16,F,29,1.689655172,0.453296703,330,728,1985,2011,27,1989,1989,2009,20,24,4.0625,4,3,16,0
532,18,F,10,5.8,0.636986301,93,146,1996,2007,12,1996,1996,1997,1,1,4.222222222,3,13,18,0
191,12,F,18,1,0.125748503,21,167,2005,2018,14,2017,NA,NA,NA,NA,2.5,10,1,11,1
725,34,M,85,1.611764706,0.431073768,3027,7022,1998,2018,21,2002,2012,2012,10,14,5.029411765,11,5,33,1
703,26,M,29,1.965517241,0.286725664,162,565,1996,2017,22,1999,2001,2008,9,12,3.192307692,14,5,25,1
195,12,M,6,2.166666667,0.375,9,24,1992,2002,11,1997,NA,NA,NA,NA,2.083333333,6,1,10,2
722,36,M,43,1.372093023,0.304668305,372,1221,1999,2017,19,2004,2007,2007,3,8,2.638888889,9,9,27,9
636,11,M,16,2.3125,0.6041667,174,288,1998,2016,19,NA,NA,NA,NA,NA,4.363636364,4,0,11,0
733,3,M,10,1,0.6631579,63,95,1997,2016,20,NA,NA,NA,NA,NA,4.333333333,1,0,3,0
78,58,M,98,2.132653061,0.3519417,3480,9888,1990,2018,29,1993,1995,1996,3,6,4.603448276,13,13,57,1
223,122,M,115,2.956521739,0.2211656,2349,10621,1984,2018,35,1989,1992,1993,4,9,3.786885246,17,59,115,7
864,94,M,149,2.543624161,0.3366797,7311,21715,1988,2018,31,1988,1997,1997,9,9,5.031914894,8,33,90,4
922,33,M,84,2.05952381,0.5458184,6546,11993,1994,2017,24,1994,1995,1996,2,2,6.242424242,7,5,31,2
147,93,M,116,2.155172414,0.1706385,1518,8896,1994,2018,25,2001,2001,2004,3,10,3.688172043,18,49,90,3
461,61,M,106,1.952830189,0.377551,3774,9996,1994,2018,25,2002,2003,2003,1,9,4.393442623,10,25,58,3
642,45,M,37,1.189189189,0.2473118,207,837,1987,2017,31,1993,1997,1997,4,10,1.977777778,10,11,24,21
28,55,M,94,1.872340426,0.4542655,5016,11042,1981,2018,38,1997,1999,2002,5,21,4.2,11,13,46,9
902,52,M,76,2.552631579,0.3017293,1518,5031,1987,2018,32,1993,1996,2000,7,13,4.730769231,9,8,52,0
128,50,M,60,3.45,0.4068188,1587,3901,1987,2018,32,1989,1989,1990,1,3,5.14,2,14,49,1
422,29,F,62,1.709677419,0.4218642,1833,4345,1996,2018,23,2001,2002,2004,3,8,4.655172414,12,11,29,0
215,35,M,25,2,0.2114883,81,383,1981,2003,23,1981,1981,1986,5,5,2.428571429,12,17,34,1
7,6,M,7,1.285714286,0.3333333,9,27,1999,2013,15,2000,2000,2006,6,7,2.5,2,3,6,0
165,4,F,7,1.142857143,0.5581395,24,43,1991,2000,10,NA,NA,NA,NA,NA,3,3,0,4,0
489,74,F,165,2.060606061,0.3820792,13095,34273,1997,2018,22,2001,2004,2006,5,9,5.594594595,21,23,74,0
925,125,M,175,2.211428571,0.2211769,4608,20834,1989,2018,30,1989,1990,1993,4,4,4.088,21,68,122,3
557,47,M,75,1.866666667,0.5251778,3765,7169,1988,2017,30,1990,1990,1992,2,4,3.978723404,3,8,39,8
70,8,F,24,1.208333333,0.7834197,756,965,1995,2015,21,1996,2008,NA,NA,NA,4.625,4,2,8,0
897,13,M,25,1.6,0.830855,1788,2152,1995,2008,14,2005,2007,2008,3,13,4.076923077,4,3,10,3
334,20,M,41,1.292682927,0.3918723,540,1378,1992,2016,25,1997,1997,1998,1,6,3.65,10,4,20,0
661,4,F,3,1.333333333,0.6,3,5,1997,2000,4,1998,2000,NA,NA,NA,2,1,2,3,1
572,31,M,81,2.024691358,0.4890163,5031,10288,1994,2018,25,1996,1999,2003,7,9,6.290322581,2,10,30,1
780,25,F,49,2.163265306,0.4439655,927,2088,1996,2016,21,1996,1997,2003,7,7,5.28,6,4,25,0
213,58,M,55,2.690909091,0.2457592,594,2417,1988,2018,31,1992,1996,1997,5,9,3.551724138,9,30,55,3
619,5,M,5,1.2,0.7142857,15,21,1995,2004,10,NA,NA,NA,NA,NA,2.2,3,0,3,2
367,120,M,85,3.494117647,0.3861429,2703,7000,1981,2018,38,1981,1989,1990,9,9,3.475,15,59,114,6
764,135,M,228,1.798245614,0.2791887,10641,38114,1991,2018,28,1992,1995,1995,3,4,4.037037037,25,57,122,13
849,8,M,11,1.454545455,0.6412214,84,131,1988,2009,22,1988,2007,NA,NA,NA,3,3,2,7,1
491,323,M,628,2.402866242,0.1358539,37032,272587,1981,2018,38,1981,1992,1992,11,11,5.671826625,7,138,321,2
784,67,M,70,2.042857143,0.2422844,840,3467,1980,2018,39,1982,1983,1985,3,5,3.134328358,24,21,58,9
312,33,M,59,1.898305085,0.3617363,1125,3110,1996,2017,22,2003,2003,2006,3,10,4.393939394,6,10,32,1
35,95,M,111,2.117117117,0.1857035,1473,7932,1981,2018,38,1990,1996,1997,7,16,3.484210526,13,46,91,4
523,36,M,29,2.551724138,0.290493,165,568,1980,2002,23,1982,1982,1984,2,4,3.055555556,8,25,36,0
228,21,M,33,2.181818182,0.4343506,612,1409,1982,2015,34,1993,1993,1994,1,12,4.428571429,1,6,21,0
634,13,M,27,1.333333333,0.4821429,324,672,1984,2010,27,1999,2000,2004,5,20,3.923076923,3,4,11,2
97,49,M,43,3.325581395,0.3523132,792,2248,2004,2018,15,2006,2009,2009,3,5,3.918367347,13,8,48,1
664,50,M,82,2.414634146,0.4922924,4950,10055,1992,2018,27,1992,1998,2000,8,8,4.96,9,16,48,2
475,43,M,34,1.382352941,0.2183406,150,687,1981,2018,38,1997,2000,2003,6,22,2.093023256,5,15,24,19
397,59,M,104,1.653846154,0.2747824,2115,7697,1990,2018,29,1999,2009,2011,12,21,3.915254237,15,17,52,7
909,15,F,8,1.5,0.3243243,12,37,1994,2006,13,1998,2000,2003,5,9,1.8,6,4,10,5
326,122,M,152,2.710526316,0.3455397,8115,23485,1983,2018,36,1990,1990,1990,0,7,4.37704918,22,64,115,7
787,115,M,183,2.475409836,0.3199452,8643,27014,1980,2018,39,1981,1988,2000,19,20,4.947826087,3,73,115,0
783,40,M,60,1.583333333,0.4326923,1395,3224,1992,2017,26,2002,2003,2003,1,11,3.375,11,17,38,2
90,9,F,12,2,0.6386139,129,202,1996,2006,11,2002,2003,NA,NA,NA,3.666666667,2,2,9,0
36,13,F,19,1.947368421,0.6529412,333,510,1982,2018,37,NA,NA,NA,NA,NA,3.769230769,11,0,11,2
430,18,M,20,1.95,0.505102,198,392,1991,2001,11,1991,1995,1995,4,4,3.166666667,6,9,17,1
244,42,M,25,3.24,0.391097,246,629,1983,2018,36,1997,1998,2000,3,17,2.928571429,16,10,32,10
83,84,M,86,4.604651163,0.2582328,3168,12268,1998,2018,21,2003,2013,2015,12,17,5.714285714,25,6,84,0
333,40,M,102,1.245098039,0.5573077,7245,13000,1991,2018,28,1992,1996,2004,12,13,4.175,13,9,34,6
393,51,M,68,2.676470588,0.6107035,4245,6951,1993,2010,18,1995,1996,1998,3,5,4.568627451,10,28,50,1
518,93,M,129,2.813953488,0.243098,3936,16191,1990,2018,29,1991,1993,1995,4,5,4.903225806,10,28,92,1
563,12,M,34,1.294117647,0.8716562,3063,3514,1993,2012,20,2007,2007,NA,NA,NA,4.666666667,5,2,11,1
265,17,M,18,1.388888889,0.4137931,108,261,1988,1999,12,1988,NA,NA,NA,NA,2.470588235,9,1,11,6
895,83,M,91,2.626373626,0.5611658,5757,10259,1989,2018,30,1990,1991,1992,2,3,3.879518072,10,35,75,8
248,20,M,19,2.894736842,0.5066414,267,527,1998,2010,13,2000,2001,NA,NA,NA,3.75,9,2,20,0
291,4,M,7,1.428571429,0.7,42,60,1995,2002,8,NA,NA,NA,NA,NA,3.5,2,0,4,0
538,4,M,4,2.5,1,30,30,1998,2000,3,1999,NA,NA,NA,NA,3.5,1,1,4,0
158,6,M,19,1.105263158,0.6178862,228,369,2004,2007,4,2005,2005,NA,NA,NA,4.5,1,2,6,0
662,26,F,53,1.773584906,0.5894361,2310,3919,1998,2018,21,1999,2002,2003,4,5,4.615384615,1,13,26,0
726,153,M,175,2.32,0.1712784,3324,19407,1989,2018,30,1996,1998,1999,3,10,3.653594771,30,85,145,8
819,24,M,42,1.404761905,0.3070866,390,1270,1996,2017,22,1999,2003,2007,8,11,3.458333333,9,12,22,2
889,196,M,327,2.308868502,0.1766489,13989,79191,1989,2018,30,1997,1997,1997,0,8,4.852040816,23,85,194,2
679,68,M,69,1.768115942,0.3722854,1440,3868,1985,2018,34,1986,1990,1991,5,6,2.794117647,20,29,60,8
590,68,M,71,1.746478873,0.2249314,738,3281,1990,2016,27,1990,1995,1997,7,7,2.823529412,20,25,60,8
639,46,F,63,1.920634921,0.2729159,789,2891,1996,2017,22,2002,2002,2002,0,6,3.630434783,12,8,44,2
497,117,M,188,1.989361702,0.1494151,3525,23592,1990,2018,29,1990,1992,1994,4,4,4.205128205,20,44,114,3
358,55,M,121,1.818181818,0.4702267,6657,14157,1989,2018,30,1991,1993,1993,2,4,5,10,13,54,1
352,45,M,59,2.203389831,0.3279915,921,2808,1985,2018,34,1990,1993,1996,6,11,3.955555556,3,32,45,0
865,18,M,45,1.133333333,0.4447726,753,1693,1983,2015,33,1992,1997,2006,14,23,3.833333333,5,5,16,2
48,14,F,11,1.818181818,0.5405405,60,111,1994,2014,21,1995,1998,1999,4,5,2.428571429,10,3,13,1
736,121,F,200,2.41,0.2568297,9279,36129,1984,2018,35,1984,1986,1990,6,6,5,6,56,120,1
687,19,F,20,1.05,0.2446352,57,233,1982,2010,29,1982,2001,2010,28,28,2.105263158,5,3,11,8
878,76,M,63,2.841269841,0.3345865,1068,3192,1987,2018,32,1987,1988,1988,1,1,3.355263158,26,37,75,1
94,16,M,15,3.466666667,0.6507592,300,461,1996,2005,10,2003,NA,NA,NA,NA,4.25,4,1,16,0
856,84,M,70,2.985714286,0.2353723,885,3760,1994,2018,25,1994,2009,2009,15,15,3.488095238,31,46,81,3
829,16,M,24,1.833333333,0.4324943,189,437,1997,2010,14,1997,1998,2004,7,7,3.75,6,6,16,0
361,7,F,9,1.888888889,0.7142857,90,126,1997,2004,8,NA,NA,NA,NA,NA,3.428571429,4,0,6,1
74,7,F,5,1,0.4285714,6,14,1992,2011,20,1992,NA,NA,NA,NA,1.714285714,2,1,3,4
237,10,F,23,1.652173913,0.6137787,588,958,2005,2013,9,NA,NA,NA,NA,NA,4.8,4,0,10,0
268,11,F,17,1.764705882,0.4902724,126,257,1994,2013,20,2002,2003,2010,8,16,3.727272727,2,5,11,0
551,62,M,122,1.631147541,0.2218683,2577,11615,1983,2018,36,1983,1988,1998,15,15,4.209677419,9,29,59,3
850,139,M,180,2.227777778,0.2428243,6015,24771,1987,2018,32,1990,1998,1998,8,11,3.884892086,36,50,124,15
531,24,M,59,1.406779661,0.4878706,1629,3339,1985,2017,33,2003,2005,2005,2,20,4.458333333,4,5,23,1
153,87,M,96,2.552083333,0.2800673,1998,7134,1983,2018,36,1983,1986,1993,10,10,3.816091954,21,21,85,2
912,15,F,41,1.146341463,0.557265,978,1755,1987,2017,31,1997,1998,2003,6,16,4.133333333,2,4,13,2
226,3,F,5,1.8,0.8666667,39,45,1999,2016,18,NA,NA,NA,NA,NA,4,1,0,3,0
485,9,M,2,4.5,1,3,3,1995,2001,7,1995,1997,2000,5,5,2,5,3,8,1
916,17,F,24,1.375,0.244382,87,356,1980,2005,26,1994,1994,2000,6,20,2.941176471,8,4,14,3
525,84,M,172,2.220930233,0.3442908,10086,29295,1987,2018,32,1996,1997,2001,5,14,5.547619048,10,11,82,2
349,78,M,93,2.086021505,0.3885323,2724,7011,1993,2018,26,1996,2000,2002,6,9,3.487179487,22,29,69,9
342,44,M,54,2.12962963,0.448345,1341,2991,1989,2018,30,1994,1997,1998,4,9,3.613636364,19,13,38,6
458,65,M,117,2.034188034,0.319329,4188,13115,1984,2018,35,1990,1992,1994,4,10,4.661538462,7,45,64,1
595,17,M,19,1.052631579,0.1276596,24,188,1994,2018,25,2008,NA,NA,NA,NA,2.176470588,13,1,14,3
359,92,M,50,3.46,0.2418864,477,1972,1980,2018,39,1982,1985,1991,9,11,2.880434783,32,25,79,13
656,13,M,24,1.166666667,0.6270096,390,622,1988,2006,19,1991,1994,1995,4,7,3.153846154,3,6,12,1
390,244,M,559,2.686940966,0.2248487,63549,282630,1993,2018,26,1993,1996,1999,6,6,7.155737705,9,107,241,3
69,7,F,17,1.588235294,0.5555556,150,270,1996,2003,8,NA,NA,NA,NA,NA,4.857142857,3,0,7,0
230,86,M,106,1.735849057,0.2979082,2478,8318,1986,2018,33,1988,2001,2003,15,17,3.139534884,24,21,65,21
601,14,F,21,1.666666667,0.3017751,153,507,1984,2009,26,1984,1986,1992,8,8,3.5,2,6,14,0
289,6,F,5,2,0.8461538,33,39,1994,1998,5,1998,NA,NA,NA,NA,2.666666667,5,1,6,0
640,79,F,112,2.071428571,0.3860842,4428,11469,1982,2018,37,1984,1991,1992,8,10,3.936708861,27,34,77,2
592,14,M,16,1.0625,0.5366972,117,218,1991,2017,27,2003,2010,NA,NA,NA,2.214285714,5,2,8,6
